,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#3D1B40,#C2C9A8,#BC28EC,#6C6E69,#68247B,#423B2B,#EAAA3C,#120C0C,#9427BE,#AC782D,#7B5832,#D170A3
occurence,2860373,1806575,1569599,1477100,1212372,1108667,602864,578019,348403,211089,70909,59843
