,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#C25F40,#242128,#B46A61,#D7E0EF,#5F5065,#DABE40,#9A5A72,#4F212C,#DACB78,#D7926B,#989EAC,#B98DA8
occurence,798773,412412,258597,256058,120914,116100,109251,98843,73173,54236,31767,30308
