,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#5F778F,#74C6D4,#F0F1F6,#B05660,#3F3F47,#DFC46D,#B0B4BF,#D0829C,#5A8456,#D69776,#63262E,#795348
occurence,996961,568259,325200,150347,116861,61949,60667,42553,28098,24413,22555,5813
