,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#383735,#EBA722,#BE852E,#AD9677,#66482C,#824A00,#FFFFA9,#FFFFFF,#FEFF75,#FFD85F,#100A0E,#6D645D
occurence,4793568,2814724,1480468,1199157,1019575,266647,149442,137125,81873,66859,51285,48098
