,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#8C100E,#F10104,#312C29,#84817C,#580000,#4A2A11,#8C7E4D,#853C2B,#C61C25,#F9BB32,#FFFFF3,#FFAD56
occurence,4418871,2532697,2048863,1178080,1080445,390159,116481,105242,104953,47388,43911,32921
