,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#605F67,#D07481,#A5AEAD,#F6FFFF,#936474,#32313F,#D59FAD,#5F3445,#AE8979,#EFCEAF,#FDFFAF,#FFD8E3
occurence,6106371,3182579,1232448,1205072,187747,141917,93553,17256,12705,3434,3024,1799
