,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#1E1E26,#535756,#5B7C8F,#84B4CA,#FAFFFE,#28425B,#BEC4C0,#77ABE5,#BDFFFF,#7D9387,#4F2D2E,#FFB1B5
occurence,6391909,3464722,1389226,545997,343106,20325,10070,8524,6192,2493,2434,1598
