,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#222222,#5C4E41,#CBA97B,#6D6C2B,#0048E3,#FFFFFD,#9A9287,#E5F878,#5DC0F9,#907351,#C32D39,#9F7627
occurence,4969899,2565754,1034621,858526,577906,314323,290068,289418,195250,189865,164052,149496
