,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#443973,#1D081B,#71553D,#3D3099,#342DEF,#3E34C9,#3D3C41,#90B5E1,#8E8E98,#9B4BA0,#4665E4,#8283B1
occurence,2734086,2483424,2066974,1162701,1047921,736081,640222,323769,284591,191832,108386,88481
