,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#925C50,#7A786C,#542F27,#CF675C,#40474D,#9196A9,#EFFFFE,#221819,#B5AF99,#ED9A7A,#FDB166,#CFDAF8
occurence,4913194,2968768,1070171,1033729,915572,356199,304589,206680,171624,159277,27165,22951
