,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#6F582E,#352D2B,#BF9737,#E2AD1F,#A68A58,#FFFFFF,#FFFF9B,#685B52,#FFFECE,#01D7A3,#EBCD73,#596176
occurence,5014911,2663552,2124237,891212,362669,260749,136007,123539,109904,101119,57070,50801
