,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#534C44,#00F18A,#1C1D18,#72F7B6,#FEFFFF,#797D7C,#BFFFFF,#88C4AB,#3E8460,#40C073,#86FFEB,#70774D
occurence,7950919,963220,814544,585636,509515,422499,239577,172307,135867,94236,83147,71328
