,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#653D3B,#620A08,#350D0B,#E2332E,#D3BAB6,#8A0000,#FFFF81,#BE443F,#C74400,#FFD86F,#FFB258,#9B4500
occurence,5646167,1968618,1274594,1230642,723287,545699,302387,132005,131903,93195,79689,23264
