,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#282425,#555152,#896447,#77CA00,#3C3B1D,#4B8800,#636C37,#FEFFFD,#FEFF9F,#EB971B,#380E10,#B7804A
occurence,3916600,3465912,1887228,809266,483439,324492,171963,142645,137391,118196,111184,109759
