,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#21221A,#82653B,#F8E2A9,#554C3B,#DD9819,#AE7D30,#FFFFFF,#D3B6A4,#E89784,#4A2D0D,#D9AD70,#874C10
occurence,4987401,3280239,866590,609998,584880,578856,435272,272587,250566,132138,51355,39181
