,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#142132,#6C7177,#9BC943,#445D9D,#A9AAAE,#759D3A,#465C35,#172516,#6B894D,#CAF989,#B7D491,#434A64
occurence,490113,334552,264491,87662,51904,43361,29797,10860,8884,7067,6778,2374
