,0,1,2,3,4,5,6,7,8,9,10,11
c_code,#544C41,#CC4800,#7F4633,#121413,#A2AC93,#E9F5CF,#DA7618,#867D76,#A2C4D0,#BA7357,#F5D986,#F7AA34
occurence,2171493,2148865,1996660,1725313,1616090,1232459,352596,272993,142515,121121,110993,78366
